SBTR	한국에서 유일하게 노선마다 이름이 다른 환승역은?	이수역	Isu Station	총신대입구역,총신대입구,이수	Isu	2
SBTR	파주, 일산, 성남 등을 연결하는 아주 빠른 노선은?	GTX-A	GTX-A	지티엑스에이,지티엑스	GTX	1
SBTR	수도권 전철 1호선 종점 중 가장 남쪽에 있는 역은?	신창역	Sinchang Station	신창	Sinchang	2
SBTR	3호선과 신분당선이 만나는 서초에 있는 환승역은?	양재역	Yangjae Station	양재	Yangjae	2
SBTR	3/4호선 승강장이 X자 형태로 교차하는 환승역은?	충무로역	Chungmuro Station	충무로	Chungmuro	3
SBTR	환승 동선이 매우 길고 불편한 구조를 일컫는 말은?	막장환승	Terrible transfer	막장 환승	hard transfer	3
SBTR	지하철역에서 선로로부터 사람들을 보호하는 문은?	안전문	Platform screen doors	스크린도어,스크린 도어	screen door,PSD	1
SBTR	기차가 역을 통과하지 않고 승객을 위해 서는 것은?	정차	Stop	정차함,멈춤	stopping	1
SBTR	하나의 선로로 양방향 열차가 다니게 만든 선로는?	단선	Single track	단선 철도	single line	2
SBTR	부산 지하철 1호선의 종점 중 바다와 가까운 역은?	다대포해수욕장역	Dadaepo Beach Station	다대포해수욕장,다대포역	Dadaepo beach	2
SBTR	서울부터 부산까지 이어지는 가장 긴 일반 노선은?	경부선	Gyeongbu Line	경부 철도	Gyeongbu	3
SBTR	서울 지하철 중 유일하게 우측통행을 하는 노선은?	1호선	Line 1	일호선	1	2
SBTR	철도 건널목에서 기차가 올 때 내려오는 차단기는?	건널목 차단기	Crossing gate	차단기	barrier	1
SBTR	지하철에서 가장 마지막에 오는 차를 뭐라고 할까?	막차	Last train	마지막 열차,마지막 차	last train	1
SBTR	카드를 찍지 않고 무단으로 지하철을 타는 행위는?	무임승차	Free riding	무임 승차,부정승차	fare evasion	1
SBTR	GTX-A가 낼 수 있도록 설계된 영업 최고 속도는?	180km	180km	시속 180km,180	180	3
SBTR	서울 1~4호선의 서울교통공사 구간 직류 전압은?	1500V	1500V	DC 1500V,1500볼트	1500 volts	3
SBTR	대한민국 일반 철도망에 적용된 표준궤의 길이는?	1435mm	1435mm	1.435m	standard gauge	3
SBTR	대한민국에 KTX가 처음 개통된 연도는 언제일까?	2004년	2004	2004	2004	2
SBTR	서울 지하철 1~8호선을 운영하는 공기업 이름은?	서울교통공사	Seoul Metro	서교공	Seoul metro	1
SBTR	열차가 마지막으로 도착하여 운행을 마치는 역은?	종착역	Terminus	종점	terminal	1
SBTR	서울 3호선의 상징적인 노선 색깔은 무슨 색일까?	주황색	Orange	주황	orange	1
SBTR	서울 2호선의 상징적인 노선 색깔은 무슨 색일까?	초록색	Green	녹색	green	1
SBTR	서울 4호선의 상징적인 노선 색깔은 무슨 색일까?	파란색	Blue	파랑색,하늘색	blue	1
SBTR	헬도림이라고도 불리는 서울 1,2호선 환승역은?	신도림역	Sindorim Station	신도림	Sindorim	1
SBTR	한강을 건너는 철교 중 가장 먼저 지어진 다리는?	한강철교	Hangang Railway Bridge	한강 철교	Hangang bridge	1
SBTR	경의선 역 중 민간인출입통제선 안에 있는 역은?	도라산역	Dorasan Station	도라산	Dorasan	2
SBTR	열차를 타기 위해 기다리는 곳을 무엇이라 하나?	승강장	Platform	플랫폼	platform	1
SBTR	가장 많은 KTX가 출발하고 도착하는 중심 역은?	서울역	Seoul Station	서울	Seoul	1
SBTR	서울 6호선 끝에서 한 방향으로만 도는 구간은?	응암순환	Eungam Loop	응암순환선	Eungam loop line	2
SBTR	양방향 통신 열차제어 시스템의 영어 약자는?	CBTC	CBTC	NULL	CBTC	3
SBTR	우리나라에서 가장 높은 곳에 있는 철도역은?	추전역	Chujeon Station	추전	Chujeon	2
SBTR	사람이 가장 붐비는 서울 지하철의 순환선은?	2호선	Line 2	이호선	2,line 2	1
SBTR	코레일이 운영하는 교류 구간의 표준 전압은?	25000V	25000V	AC 25000V,2만5천볼트	25kV	3
SBTR	객실 양 끝에 위치한, 노약자를 위한 자리는?	노약자석	Priority seat	경로석,배려석	priority seating	1
SBTR	서울에서 강릉으로 가는 KTX 노선의 명칭은?	강릉선	Gangneung Line	경강선	Gangneung	2
SBTR	서울 5호선에서 두 행선지가 갈라지는 역은?	강동역	Gangdong Station	강동	Gangdong	2
SBTR	구로역에서 분기되어 인천으로 가는 노선은?	경인선	Gyeongin Line	경인	Gyeongin	3
SBTR	열차의 속도를 자동으로 제어하는 시스템은?	자동열차제어장치,ATC	Automatic Train Control	NULL	ATC	3
SBTR	우리나라 철도역 중 가장 동쪽에 있는 역은?	정동진역	Jeongdongjin Station	정동진	Jeongdongjin	2
SBTR	기차나 지하철이 달리는 두 개의 철제 길은?	선로	Track	철로,레일	railway,rail	1
SBTR	기차의 맨 앞칸이나 맨 뒤칸을 부르는 말은?	선두차	Lead car	제어차,기관차	locomotive	1
SBTR	KTX와 무궁화호 사이 등급의 일반 열차는?	ITX-새마을	ITX-Saemaeul	새마을호,아이티엑스 새마을	Saemaeul	1
SBTR	수산시장과 붙어있는 1, 9호선 환승역은?	노량진역	Noryangjin Station	노량진	Noryangjin	3
SBTR	GTX-A 노선의 수서~동탄 구간 개통일은?	3월 30일	March 30	2024년 3월 30일,3.30	Mar 30	3
SBTR	고속철도 전용선에서 KTX의 최고 속도는?	300km	300km	시속 300km,300	300	3
SBTR	한국철도공사의 널리 쓰이는 영문 약칭은?	코레일	KORAIL	KORAIL	Korail	1
SBTR	기차나 지하철을 앞에서 운전하는 사람은?	기관사	Engineer	열차 기관사	train driver	1
SBTR	서울광장이 있는 서울 1/2호선 환승역은?	시청역	City Hall Station	시청	City hall	2
SBTR	무궁화호 대체용으로 도입된 간선 열차는?	ITX-마음	ITX-Maeum	마음,아이티엑스 마음	Maeum	3
SBTR	2004년 등급이 폐지된 과거 급행열차는?	통일호	Tongil-ho	통일	Tongil	3
SBTR	서울에서 가장 길고 빌런이 많은 호선은?	1호선	Line 1	일호선,서울 지하철 1호선	1,line1	1
SBTR	일부 역만 정차하여 빠르게 가는 열차는?	급행열차	Express train	급행,9호선 급행	express	2
SBTR	열차가 처음 출발하는 역을 부르는 말은?	기점	Starting point	시발역,출발역	origin	1
SBTR	서울 7호선과 3호선의 유일한 환승역은?	고속터미널역	Express Bus Terminal Station	고속터미널,고터	Express Bus Terminal	1
SBTR	대구 지하철 3호선이 쓰는 열차 방식은?	모노레일	Monorail	모노 레일	monorail	2
SBTR	용인시를 달리는 경전철의 공식 명칭은?	용인 에버라인	Yongin Everline	에버라인,용인경전철	Everline	2
SBTR	청량리역과 춘천역을 잇는 전철 노선은?	경춘선	Gyeongchun Line	경춘	Gyeongchun	2
SBTR	서울교통공사의 환승역 국악 배경음은?	풍년	Pungnyeonga	풍년가	Pungnyeonga	2
SBTR	2026년 기준 수도권 전철 기본요금은?	1550원	1550 won	천오백오십원	1550 KRW	3
SBTR	춘천으로 가는 2층짜리 기차의 이름은?	ITX-청춘	ITX-Cheongchun	청춘열차,아이티엑스 청춘	ITX Cheongchun	1
SBTR	열차가 선로 밖으로 이탈하는 사고는?	탈선	Derailment	탈선사고	derail	2
SBTR	부산에서 해운대역은 몇 호선 역일까?	2호선	Line 2	이호선,부산 2호선	2,line2	1
SBTR	인천공항을 가려면 타야 하는 노선은?	공항철도	AREX	공항철도선,인천공항철도	airport railroad	1
SBTR	대한민국에서 가장 느린 일반 기차는?	무궁화호	Mugunghwa-ho	무궁화	Mugunghwa	1
SBTR	SRT는 서울의 어디 역부터 출발할까?	수서역	Suseo Station	수서	Suseo	1
SBTR	운임이 매우 비싼 빨간색 민자노선은?	신분당선	Shinbundang Line	신분당	Shinbundang	2
SBTR	SRT가 처음 개통된 연도는 언제일까?	2016년	2016	2016	2016	2
SBTR	서울 8호선 별내선이 시작되는 역은?	별내역	Byeollae Station	별내	Byeollae	2
SBTR	차이나타운과 가까운 1호선 종점은?	인천역	Incheon Station	인천	Incheon	2
SBTR	철도의 날은 매년 몇 월 며칠일까?	6월 28일	June 28	6.28,6월28일	Jun 28	3
SBTR	김포골드라인이 출발하는 역은?	김포공항역	Gimpo International Airport Station	김포공항	Gimpo airport	2
SBTR	지하철을 갈아탈 수 있는 역은?	환승역	Transfer station	환승 역	transfer	1
SBTR	한국에서 제일 빠른 기차는?	KTX	KTX	케이티엑스,고속철도	KTX train	1
