꿈의 정원	꿈의정원	PHRASE	0	0	매치-3 퍼즐 게임과 경영 시뮬레이션 요소가 결합된 모바일 게임. 플레이어는 버틀러 오스틴과 함께 황폐한 정원을 복원하고 꾸미는 임무를 수행한다. 퍼즐을 풀어 별을 획득하고, 획득한 별로 정원을 가꾸는 데 필요한 다양한 작업을 수행한다. 정원 내의 다양한 구역을 개방하고, 새로운 캐릭터를 만나 스토리를 진행하는 재미를 제공한다.
끄투	끄투	NOUN	2	0	온라인 단어 게임. 정해진 규칙에 맞게 단어를 입력하여 다른 사용자와 경쟁한다. 순발력과 어휘력이 요구되며, 다양한 게임 모드를 지원한다.
냥코 대전쟁	냥코대전쟁	PHRASE	1	0	일본의 포노스(PONOS)에서 개발한 타워 디펜스 게임. 간단한 조작과 독특하고 귀여운 고양이 캐릭터들을 육성하여 적 기지를 파괴하는 것이 목표이다. 다양한 종류의 고양이 캐릭터, 아이템, 스테이지가 존재하며, 꾸준한 업데이트를 통해 새로운 콘텐츠가 추가되고 있다. 중독성 있는 게임 플레이와 독특한 유머 코드가 특징이다.
노 맨즈 스카이	노맨즈스카이	PHRASE	1	0	광활한 우주를 탐험하고, 행성을 발견하며, 자원을 채취하고, 기지를 건설하며, 우주 해적과 싸우는 오픈 월드 생존 어드벤처 게임. 혼자 또는 다른 플레이어와 함께 플레이할 수 있으며, 끊임없이 변화하는 우주를 탐험하는 것이 특징이다.
니디 걸 오버도즈	니디걸오버도즈	PHRASE	1	0	인터넷 방송인(스트리머)을 육성하는 시뮬레이션 게임. 플레이어는 '프로듀서'가 되어 주인공인 '초절정 최강 텐시쨩'을 최고의 인터넷 스타로 만드는 것을 목표로 한다. 다양한 활동 스케줄을 계획하고, 그녀의 정신 건강을 관리하며, 때로는 위험한 선택을 감행해야 한다. 멀티 엔딩 구조로, 플레이어의 선택에 따라 다양한 결말을 맞이하게 된다.
다크 소울	다크소울	PHRASE	1	0	반다이 남코 엔터테인먼트에서 발매한 액션 롤플레잉 게임. 높은 난이도와 독특한 분위기로 유명하며, '소울라이크'라는 새로운 장르를 개척했다. 어둡고 절망적인 세계관, 깊이 있는 전투 시스템, 그리고 숨겨진 이야기들이 특징이다.
다키스트 던전	다키스트던전	PHRASE	1	0	고딕 호러 분위기의 턴제 RPG 비디오 게임. 플레이어는 다양한 영웅들을 모아 던전을 탐험하며, 영웅들의 스트레스 관리와 정신적인 붕괴를 막는 것이 핵심 요소이다. 높은 난이도와 독특한 아트 스타일로 유명하다.
댄스 댄스 레볼루션	댄스댄스레볼루션	PHRASE	1	0	음악에 맞춰 화면에 나타나는 지시대로 발판을 밟는 아케이드 리듬 게임. 다양한 난이도와 곡을 제공하며, 운동 효과도 얻을 수 있어 인기를 끌었다.
더 파이널스	더파이널스	PHRASE	1	0	스톡홀름에 위치한 Embark Studios에서 개발한, 무료로 즐길 수 있는 팀 기반의 슈팅 게임. 역동적으로 파괴 가능한 환경과 빠른 속도가 특징이며, 가상 아레나에서 경쟁하며 부와 명예를 얻는 것을 목표로 한다. 다양한 무기, 능력, 체형을 가진 참가자들이 등장하며, 전략적인 팀워크와 파괴적인 플레이를 통해 승리를 쟁취해야 한다.
던전앤파이터	던전앤파이터	NOUN	1	0	넥슨에서 개발하고 서비스하는, 2D 횡스크롤 액션 MORPG. 다양한 직업과 전직, 호쾌한 타격감과 콤보 액션이 특징이며, '던전'을 탐험하며 성장하는 재미를 제공한다. '아라드'라는 가상 세계관을 배경으로, '모험가'가 되어 다양한 사건과 모험을 경험하는 이야기를 다룬다.
던전앤파이터 듀얼	던전앤파이터듀얼	PHRASE	1	0	격투 게임. 2.5D 그래픽으로 구현되었으며, 원작의 캐릭터와 기술을 활용하여 1대1 대전을 펼친다. 간단한 조작으로 화려한 콤보를 구사할 수 있는 것이 특징이다. 다양한 게임 모드를 지원하며, 온라인 대전을 통해 다른 플레이어와 실력을 겨룰 수 있다.
던전앤파이터 모바일	던전앤파이터모바일	PHRASE	1	0	넥슨에서 개발하고 서비스하는 모바일 액션 역할 수행 게임. PC 온라인 게임의 IP를 활용하여, 원작의 2D 횡스크롤 액션과 호쾌한 콤보, 다양한 직업과 스킬, 그리고 모바일 플랫폼에 최적화된 조작 방식을 특징으로 한다. 이용자들은 던전을 탐험하고 몬스터를 사냥하며 캐릭터를 성장시킬 수 있다.
데드 바이 데이라이트	데드바이데이라이트	PHRASE	1	0	4명의 생존자와 1명의 살인마로 구성된 비대칭 멀티플레이어 공포 게임. 생존자들은 살인마로부터 탈출하기 위해 협력하고, 살인마는 생존자들을 모두 처치하는 것이 목표이다. 독특한 캐릭터와 기술, 분위기 있는 배경이 특징이다.
데스티니	데스티니	NOUN	1	0	미래를 배경으로, 태양계를 탐험하며 강력한 적들과 싸우는 1인칭 슈팅 게임. 플레이어는 '수호자'가 되어 특별한 능력을 사용하고, 다양한 무기와 장비를 수집하며 캐릭터를 성장시킬 수 있다. 협동 플레이를 통해 친구들과 함께 임무를 수행하거나, 경쟁적인 멀티플레이어 모드에서 실력을 겨룰 수도 있다.
데스티니 차일드	데스티니차일드	PHRASE	1	0	시프트업에서 개발하고 넥스트플로어에서 서비스했던 모바일 RPG. '김형태 그림체'로 유명한 일러스트레이터 김형태가 참여하여 출시 전부터 화제를 모았으며, 악마를 소재로 한 매력적인 캐릭터 디자인과, 간단한 조작 방식, 그리고 다양한 콘텐츠를 특징으로 한다. 이용자는 주인공인 악마가 되어 다양한 차일드(악마)들을 수집하고 육성하여 전투를 벌이게 된다.
델타룬	델타룬	NOUN	0	0	토비 폭스가 디렉터를 맡고 있는 델타룬 팀이 제작 중인 인디 게임.
델타 포스	델타포스	PHRASE	1	0	1998년 노바로직에서 개발한 1인칭 슈팅 게임 시리즈. 광활한 맵과 현실적인 움직임, '보더'라 불리는 특유의 3D 엔진을 특징으로 한다. 밀리터리 FPS 장르에서 한 획을 그었으며, 이후 다양한 후속작과 모방작을 탄생시켰다. 멀티플레이를 통해 대규모 전투를 즐길 수 있다.
도타 2	도타투	PHRASE	1	0	밸브 코퍼레이션에서 개발한 AOS 장르의 멀티플레이어 온라인 게임. 워크래프트 3의 유즈맵에서 기원했으며, 두 팀으로 나뉘어 상대방의 기지를 파괴하는 것을 목표로 한다. 다양한 영웅을 선택하여 육성하고, 팀원과의 협동을 통해 전략적인 플레이를 펼치는 것이 중요하다.
돈 스타브	돈스타브	PHRASE	1	0	캐나다의 인디 게임 개발사 Klei Entertainment에서 제작한 오픈 월드 생존 게임. 과학과 마법이 혼합된 독특한 세계관을 배경으로, 플레이어는 끊임없이 변화하는 환경 속에서 생존을 위해 자원을 채집하고, 도구를 제작하며, 몬스터와 싸워야 한다.
동물의 숲	동물의숲	PHRASE	0	0	닌텐도에서 제작한 소셜 시뮬레이션 게임. 플레이어는 다양한 동물 주민들과 함께 마을에서 생활하며, 낚시, 곤충 채집, 집 꾸미기, 주민들과의 교류 등 자유로운 활동을 즐길 수 있다. 시간의 흐름이 현실 세계와 동기화되어 계절 변화나 이벤트 등을 현실감 있게 체험할 수 있다는 특징이 있다.
동방 프로젝트	동방프로젝트	PHRASE	1	0	일본의 동인 서클 상하이 앨리스 환악단에서 제작한 탄막 슈팅 게임 시리즈. 주로 아름다운 배경과 매력적인 캐릭터, 그리고 높은 난이도로 알려져 있으며, 다양한 미디어 믹스로 확장되어 폭넓은 팬층을 보유하고 있다.
두근두근 메모리얼	두근두근메모리얼	PHRASE	1	0	1994년 코나미에서 제작한 작품으로, 고등학교 3년 동안 학업과 운동 등을 통해 주인공의 능력치를 높이며 졸업식 날 전설의 나무 아래에서 여학생에게 고백받는 것을 목표로 하는 연애 시뮬레이션 게임.
두근두근 문예부!	두근두근문예부	PHRASE	0	0	팀 살바토가 개발하여 2017년에 출시한 무료 비주얼 노벨 게임. 겉보기에는 전형적인 미소녀 연애 시뮬레이션의 형식을 띠고 있으나, 실제로는 메타픽션 요소와 심리적 공포를 결합하여 사용자에게 충격적인 경험을 선사하는 2차원 그래픽 기반의 인디 게임이다.
둠스데이: 라스트 서바이버	둠스데이라스트서바이버	PHRASE	1	0	종말 이후 세계를 배경으로 하는 모바일 전략 게임. 자원 관리, 기지 건설, 영웅 육성, 그리고 다른 플레이어와의 경쟁 및 협동을 통해 생존을 목표로 한다.
듀랑고	듀랑고	NOUN	1	0	생존, 건설, 탐험을 특징으로 하는 MMORPG 비디오 게임. 플레이어는 공룡이 존재하는 미지의 세계에서 살아남기 위해 자원을 채집하고, 도구를 제작하며, 다른 플레이어들과 협력하거나 경쟁해야 한다. 광활한 오픈 월드와 자유로운 게임 플레이가 특징이다.
디모	디모	NOUN	1	0	레이아크에서 개발한 리듬 게임. 피아노를 주요 악기로 사용하여 서정적인 분위기의 음악이 특징이며, 아름다운 그림체와 슬픈 스토리가 조화를 이룬다. 화면을 터치하여 연주하는 방식으로, 다양한 난이도를 제공하여 폭넓은 유저층을 확보하고 있다.
디스 워 오브 마인	디스워오브마인	PHRASE	1	0	전쟁의 참혹함 속에서 생존자들의 고군분투를 다룬 다크한 분위기의 생존 게임. 밤에는 외부로 나가 자원을 탐색하고, 낮에는 은신처에서 휴식을 취하며 생존을 위한 전략을 세우는 것이 핵심이다.
디아블로	디아블로	NOUN	1	0	블리자드 엔터테인먼트에서 제작한 다크 판타지 액션 롤플레잉 게임 시리즈. 악마에 맞서 싸우는 영웅들의 이야기를 담고 있으며, 핵 앤 슬래시 방식의 전투와 아이템 수집이 특징이다. 어둡고 음울한 분위기와 몰입감 넘치는 스토리로 많은 인기를 얻었다. 다양한 직업의 캐릭터를 육성하고, 던전을 탐험하며 강력한 적들을 물리치는 재미를 제공한다.
디제이맥스	디제이맥스	NOUN	1	0	한국의 리듬 게임 시리즈. 다양한 장르의 음악과 개성 있는 비주얼, 높은 완성도를 자랑하며, 아케이드, PC, 콘솔, 모바일 등 다양한 플랫폼으로 출시되었다. 특히, 독특한 노트 패턴과 화려한 이펙트는 플레이어들에게 강렬한 인상을 남긴다. 국내 리듬 게임 시장에서 큰 인기를 얻고 있으며, 해외에도 많은 팬을 보유하고 있다.
디제이맥스 리스펙트 V	디제이맥스리스펙트브이	PHRASE	1	0	한국의 로키 스튜디오에서 개발하고 네오위즈에서 퍼블리싱하는 DJMAX 시리즈의 PC 리듬게임으로, 2017년 PS4 플랫폼으로 출시된 DJMAX RESPECT에 추가 콘텐츠를 포함시킨 이식작이다.
디지털 몬스터	디지털몬스터	PHRASE	1	0	가상의 생명체를 육성하고, 다른 개체와 싸우게 하는 것을 주 내용으로 하는 게임. 휴대용 게임기로 처음 등장하여 인기를 얻었으며, 이후 다양한 플랫폼으로 확장되었다. 턴제 전투 방식을 채택한 경우가 많으며, 특정 조건을 만족하면 새로운 형태로 진화하는 시스템이 특징이다.
디트로이트	디트로이트	NOUN	1	0	프랑스의 퀀틱 드림이 개발하여 2018년에 발매한 인터랙티브 서사 어드벤처 게임. 인류와 흡사한 안드로이드가 보편화된 2038년의 미래 도시를 배경으로 하며, 인간과 기계 사이의 갈등과 감정을 가진 안드로이드의 정체성 문제를 다룬다.
디플로머시 이즈 낫 언 옵션	디플로머시이즈낫언옵션	PHRASE	1	0	중세 판타지 배경의 실시간 전략 시뮬레이션 게임. 자원 채취, 기지 건설, 병력 생산을 통해 몰려오는 적의 파상 공세를 막아내는 것이 주된 목표이며, 외교적 선택지 없이 오로지 전투를 통해서만 문제를 해결해야 하는 특징을 가진다. 높은 난이도와 끊임없이 몰려오는 적들로 인해 '생존' 자체가 도전 과제가 되는 게임이다.
라그나로크	라그나로크	NOUN	1	0	아이템, 카드, 레벨 업 등 다양한 성장 요소를 갖춘 MMORPG. 귀여운 2D 캐릭터와 아기자기한 맵, 배경 음악이 특징이며, 다양한 직업과 전직 시스템을 통해 개성 있는 캐릭터 육성이 가능하다. PC 온라인 게임으로 시작하여 모바일 게임 등으로 플랫폼을 확장했다.
라이브러리 오브 루이나	라이브러리오브루이나	PHRASE	1	0	도서관을 배경으로 하는 턴제 전투 덱 빌딩 게임. 다양한 적들을 '환상체'라 불리는 강력한 존재로 만들고, 그들이 가진 이야기를 수집하여 힘을 얻는 것이 목표이다. 전투는 주사위 굴림과 카드 사용을 통해 진행되며, 선택에 따라 이야기의 결말이 달라진다.
라테일	라테일	NOUN	1	0	액토즈소프트에서 개발하고 서비스하는 2D 횡스크롤 MMORPG. 아기자기한 그래픽과 쉬운 조작, 다양한 직업과 콤보 시스템이 특징이다. '엘리아스'라는 가상의 세계를 배경으로, 용족의 부활을 막기 위한 모험을 다룬다.
래프트	래프트	NOUN	1	0	광활한 바다에서 뗏목을 타고 생존하는 1인칭 시점의 오픈 월드 생존 게임. 자원을 수집하고, 뗏목을 확장하며, 바다의 위협으로부터 자신을 보호해야 한다. 친구와 함께 협동 플레이를 즐길 수도 있다.
랜덤 다이스	랜덤다이스	PHRASE	1	0	실시간 PvP 대전, 협동 모드, 그리고 다양한 이벤트 모드를 지원하는 모바일 전략 게임. 주사위를 조합하고 강화하여 몰려오는 적을 막는 방식으로 진행되며, 운과 전략적 판단이 중요. 다양한 능력과 외형을 가진 주사위들을 수집하고 활용하는 재미가 있다.
러스트	러스트	NOUN	1	0	생존을 목표로 하는 멀티플레이어 비디오 게임. 채집, 건설, 제작, 전투 등의 요소를 포함하며, 황량한 오픈 월드 환경에서 다른 플레이어들과 상호작용하며 살아남아야 한다. 자원 관리와 전략적인 판단이 중요하며, 끊임없이 변화하는 환경과 위협에 적응해야 하는 도전적인 게임이다.
레드데드리뎀션	레드데드리뎀션	NOUN	1	0	락스타게임즈가 개발한 미국 서부 개척 시대를 배경으로 한 오픈 월드 액션 어드벤처 게임. 광활한 자연 환경과 황량한 서부 사회를 사실적으로 묘사하여 몰입감을 높임. 다양한 임무, 활동, 캐릭터 간의 상호작용을 통해 깊이 있는 스토리텔링을 제공하며, 플레이어는 도덕적 선택에 따라 변화하는 게임 경험을 할 수 있음.
레바의 모험	레바의모험	PHRASE	1	0	2009년경 제작된 횡스크롤 액션 어드벤처 플래시 게임. 다양한 직업과 스킬, 아이템을 활용하여 던전을 탐험하고 최종 보스를 물리치는 것이 목표이다. 높은 난이도와 독특한 게임성으로 인기를 끌었으며, 여러 시리즈와 파생 작품이 존재한다.
레알팜	레알팜	NOUN	1	0	네오게임즈에서 개발한 모바일 농장 경영 시뮬레이션 게임으로, 게임 내에서 수확한 농산물을 실제 농산물로 배송받을 수 있는 실물 연계형 시스템이 특징이다.
레인보우 식스	레인보우식스	PHRASE	1	0	세계적인 베스트셀러 소설을 원작으로 한, 테러 진압을 소재로 한 전술 슈팅 비디오 게임 시리즈. 현실적인 묘사와 전략적인 팀플레이를 강조하며, 다양한 특수 능력을 가진 요원들을 활용하여 테러 위협에 맞서는 것이 특징이다.
레전드 오브 룬테라	레전드오브룬테라	PHRASE	1	0	라이엇 게임즈에서 개발 및 배급한 부분 유료화 디지털 수집형 카드 게임. '리그 오브 레전드' 세계관을 기반으로 하며, 다양한 챔피언, 유닛, 주문 카드를 사용하여 전략적인 턴 기반 전투를 펼치는 게임이다. PC와 모바일 플랫폼에서 플레이 가능하다.
레전드 오브 이미르	레전드오브이미르	PHRASE	1	0	다크 판타지 세계관을 배경으로 하는 MMORPG. 언리얼 엔진 5로 개발되었으며, 고품질 그래픽과 화려한 액션이 특징이다. 다양한 종족과 직업, 그리고 대규모 전투 시스템을 제공하여 PC와 모바일 플랫폼에서 즐길 수 있다.
레지던트 이블	레지던트이블	PHRASE	1	0	→ 바이오하자드
렘넌트	렘넌트	NOUN	1	0	생존, 건설, 그리고 전투가 결합된 오픈 월드 액션 어드벤처 게임. 핵전쟁 이후의 황무지를 배경으로 하며, 플레이어는 다양한 생존자들과 함께 자원을 모으고, 기지를 건설하며, 적대적인 세력과 싸워 생존해야 한다. 독특한 분위기와 도전적인 게임플레이가 특징이다.
로드나인	로드나인	NOUN	1	0	MMORPG. 거대한 오픈 월드에서 펼쳐지는 아홉 개의 종족 간의 전쟁을 다룬다. 이용자는 다양한 종족 중 하나를 선택하여 자신만의 캐릭터를 육성하고, 다른 이용자들과 협력하거나 경쟁하며 게임을 진행한다. 특히, '클래스 체인지' 시스템을 통해 자유로운 직업 변경이 가능하며, 이를 통해 다양한 전투 스타일을 경험할 수 있다.
로보토미 코퍼레이션	로보토미코퍼레이션	PHRASE	1	0	기괴하고 위험한 변칙 개체들을 관리하여 에너지를 생산하는 시설을 운영하는 경영 시뮬레이션 게임. 독특한 분위기와 깊이 있는 스토리가 특징이며, 예측 불가능한 사건들과 그로 인한 다양한 결과를 감수해야 한다.
로블록스	로블록스	NOUN	1	0	온라인 게임 플랫폼이자 게임 제작 시스템. 사용자들이 직접 게임을 만들고 공유하며, 다른 사용자들이 만든 게임을 즐길 수 있다. 다양한 장르의 게임을 아우르며, 아바타를 꾸미고 소통하는 소셜 기능도 제공한다.
로스트사가	로스트사가	NOUN	0	0	온라인 대전 액션 게임. 다양한 시대와 배경의 영웅 캐릭터를 조작하여 전투를 벌이는 것이 특징. 간단한 조작과 콤보 시스템을 통해 누구나 쉽게 즐길 수 있으며, 개성 넘치는 캐릭터 꾸미기 요소도 제공한다.
로스트아크	로스트아크	NOUN	1	0	스마일게이트 RPG에서 개발한 MMORPG. 핵 앤 슬래시 방식의 전투와 다양한 직업, 광활한 세계관, 그리고 항해를 통한 섬 탐험 등의 콘텐츠를 특징으로 한다. 쿼터뷰 시점을 채택했으며, 풍부한 스토리와 연출, 다채로운 던전 및 레이드 시스템을 제공한다.
롤러코스터 타이쿤	롤러코스터타이쿤	PHRASE	1	0	놀이공원 건설 및 경영 시뮬레이션 게임. 이용자는 다양한 놀이기구와 편의시설을 건설하고 관리하여 공원을 운영하며 수익을 창출하는 것을 목표로 한다. 창의적인 디자인과 전략적인 경영 능력이 요구되며, 다양한 확장팩과 후속작이 존재한다.
리그 오브 레전드	리그오브레전드	PHRASE	1	0	온라인에서 다수의 사용자가 팀을 이루어 상대 팀과 전투를 벌이는 방식의 컴퓨터 게임. 각 팀은 고유한 능력을 가진 캐릭터를 선택하여, 상대방의 기지를 파괴하는 것을 목표로 한다. 전략적인 팀워크와 개인의 숙련된 조작 능력이 승패를 가르는 중요한 요소이다.
리니지	리니지	NOUN	1	0	엔씨소프트에서 개발한 MMORPG. 1998년 출시되어 한국 온라인 게임 시장에 큰 영향을 미쳤으며, 중세 시대를 배경으로 한 방대한 세계관과 다양한 직업, 공성전 등의 콘텐츠를 제공한다. 신일숙의 동명 만화를 원작으로 한다.
리듬 천국	리듬천국	PHRASE	1	0	간단한 조작으로 즐길 수 있는 리듬 액션 비디오 게임 시리즈. 다양한 미니 게임들로 구성되어 있으며, 독특하고 중독성 있는 게임플레이가 특징이다. 음악과 캐릭터들의 익살스러운 움직임이 조화를 이루어 폭넓은 인기를 얻었다.
리썰 컴퍼니	리썰컴퍼니	PHRASE	1	0	공포 요소가 가미된 협동 생존 게임. 플레이어는 회사의 하청업체가 되어, 여러 행성을 탐험하며 자원을 수집하고 할당량을 채워야 한다. 몬스터의 위협을 피하고, 동료와 협력하여 제한 시간 내에 목표를 달성하는 것이 핵심이다. 독특한 분위기와 예측 불가능한 사건들이 특징이다.
리플렉 비트	리플렉비트	PHRASE	1	0	코나미에서 제작한 아케이드 음악 게임. 화면에 표시되는 마커를 음악에 맞춰 터치하는 방식으로, 터치스크린 인터페이스와 독특한 게임플레이가 특징이다. 다양한 장르의 음악과 개성 넘치는 비주얼을 제공하며, 플레이어 간의 대전 모드도 지원한다.
림버스 컴퍼니	림버스컴퍼니	PHRASE	1	0	죄악에 물든 인간을 관리하며, 던전을 탐험하는 턴제 RPG.  '정신력' 자원 관리와 '죄악 속성' 활용이 핵심 전략 요소이며, 독특한 분위기와 스토리, 그리고 매력적인 캐릭터 디자인이 특징이다.
림월드	림월드	NOUN	1	0	행성 개척 시뮬레이션 게임. 불시착한 생존자들의 정착지를 건설하고 관리하며, 예측 불가능한 사건과 외부 위협에 맞서 생존을 도모하는 것이 목표이다. 다양한 배경과 능력을 가진 캐릭터들을 활용하여 자원을 채취하고, 건물을 건설하며, 연구를 진행하고, 방어 시설을 구축해야 한다. 플레이어의 선택에 따라 이야기가 전개되는 높은 자유도를 제공하며, 모드를 통해 게임 콘텐츠를 확장할 수 있다.
링 피트 어드벤처	링피트어드벤처	PHRASE	1	0	피트니스 롤플레잉 게임. 플레이어가 조이콘이 장착된 링콘과 레그 스트랩을 사용하여 다양한 운동을 수행하며 모험을 진행한다. 운동을 통해 적을 물리치고, 새로운 기술을 배우며, 스토리를 진행하는 방식이다.
마리오 카트	마리오카트	PHRASE	1	0	닌텐도에서 제작한 레이싱 게임. 다양한 캐릭터들이 카트를 타고 트랙을 질주하며, 아이템을 사용하여 경쟁자를 방해하거나 자신을 보호하는 방식으로 진행된다.
마리오 파티	마리오파티	PHRASE	1	0	닌텐도에서 개발한 파티 게임 시리즈. 여러 명이 함께 즐길 수 있으며, 주사위를 굴려 보드 게임처럼 진행하면서 다양한 미니 게임을 즐기는 것이 특징이다. 친구나 가족과 함께 즐기기에 적합하며, 시리즈마다 새로운 보드와 미니 게임이 추가된다.
마비노기	마비노기	NOUN	1	0	넥슨에서 개발 및 배급한 MMORPG. 켈트 신화를 바탕으로 한 판타지 세계관을 배경으로 하며, 자유로운 직업 선택과 다양한 생활 콘텐츠, 독특한 전투 시스템이 특징이다. '환생' 시스템을 통해 캐릭터를 계속 성장시킬 수 있으며, 유저 간의 커뮤니티 활동도 활발하다.
마비노기 모바일	마비노기모바일	PHRASE	1	0	넥슨에서 개발 및 배급하는 모바일 MMORPG. 원작 PC 게임의 감성을 살려 구현한 오픈 월드와 다양한 생활 콘텐츠, 전투 시스템을 특징으로 한다. 동화풍 그래픽과 자유도 높은 플레이 방식이 돋보인다.
마인드핵	마인드핵	NOUN	1	0	VODKAdemo?가 제작한 텍스트 어드벤처 게임. 타인의 정신을 해킹해 교화시키는 일을 하며 벌어지는 일을 담고 있다.
마인크래프트	마인크래프트	NOUN	1	0	샌드박스형 비디오 게임. 블록으로 이루어진 세계에서 생존, 탐험, 건설 등의 활동을 자유롭게 할 수 있다. 다양한 모드와 서버를 통해 혼자 또는 다른 사람들과 함께 즐길 수 있다.
메이플스토리	메이플스토리	NOUN	1	0	다양한 몬스터를 사냥하고 퀘스트를 수행하며 캐릭터를 성장시키는 2D 횡스크롤 방식의 롤플레잉 게임. 아기자기한 캐릭터와 배경, 쉬운 조작으로 폭넓은 인기를 누리고 있으며, 다양한 직업과 스킬, 아이템을 통해 자신만의 캐릭터를 꾸밀 수 있음. 때로는 친구들과 함께 협력하여 강력한 보스 몬스터를 물리치는 재미도 느낄 수 있음.
메탈기어	메탈기어	NOUN	1	0	잠입 액션 게임의 효시. 플레이어는 적에게 발각되지 않고 임무를 수행해야 한다. 스텔스 게임플레이, 복잡한 스토리, 영화적 연출이 특징이다. 코지마 히데오 감독의 대표작.
메탈슬러그	메탈슬러그	NOUN	1	0	1990년대 중반부터 인기를 끈 횡스크롤 액션 슈팅 게임. 밀리터리 요소와 코믹한 설정을 결합하여 많은 사랑을 받았다. 다양한 무기와 탈것, 개성 넘치는 캐릭터들이 특징이며, 특히 2인 협동 플레이가 가능하다.
명조: 워더링 웨이브	명조워더링웨이브	PHRASE	1	0	광활한 오픈 월드를 배경으로 펼쳐지는 액션 롤플레잉 게임. 스타일리시한 전투 시스템과 매력적인 캐릭터, 깊이 있는 스토리를 특징으로 한다. '공명' 시스템을 통해 다양한 능력을 활용하며, 파쿠르 액션을 통해 자유로운 탐험이 가능하다.
모두의마블	모두의마블	NOUN	1	0	온라인에서 즐기는 보드 게임. 주사위를 굴려 세계 여러 도시를 사고, 건물을 지어 통행료를 징수하며 경쟁자를 파산시키는 방식으로 진행된다. 다양한 캐릭터 카드와 행운 아이템을 활용하여 전략적인 플레이가 가능하다.
몬스터 헌터	몬스터헌터	PHRASE	1	0	캡콤에서 제작한 액션 롤플레잉 게임 시리즈. 다양한 무기와 장비를 사용하여 거대한 몬스터를 사냥하는 것이 특징이며, 친구들과 함께 협력 플레이를 즐길 수 있다. 지속적인 업데이트와 확장팩 출시로 꾸준한 인기를 얻고 있다.
무기미도	무기미도	NOUN	0	0	모바일 전략 디펜스 RPG. 독특한 분위기의 세계관과 매력적인 캐릭터, 그리고 심오한 스토리로 인기를 얻고 있다. 플레이어는 수감자들을 관리하고 그들의 능력을 활용하여 위기에 대처해야 한다. 전략적인 요소와 육성 시스템이 결합되어 있으며, 어두운 분위기의 일러스트와 배경 음악이 특징적이다.
무한의 계단	무한의계단	PHRASE	0	0	반복적인 조작으로 캐릭터를 조종하여, 끝없이 이어지는 계단을 오르는 것을 목표로 하는 아케이드 게임. 간단한 조작 방식과 중독성 있는 게임 플레이가 특징이며, 다양한 캐릭터와 스킨을 수집하는 재미를 제공한다.
