콜 오브 듀티	콜오브듀티	PHRASE	1	0	1인칭 슈팅 게임. 제2차 세계 대전, 현대전, 미래전 등 다양한 시대적 배경을 바탕으로 박진감 넘치는 전투 경험을 제공한다.
쿠키런	쿠키런	NOUN	1	0	데브시스터즈에서 개발한 모바일 러닝 게임. 다양한 쿠키 캐릭터를 선택하여, 젤리를 먹고 장애물을 피하며 최대한 멀리 달리는 것이 목표이다. 간단한 조작과 귀여운 디자인으로 폭넓은 인기를 얻었으며, 후속작 및 파생 게임이 다수 존재한다.
쿠키런: 오븐브레이크	쿠키런오븐브레이크	PHRASE	1	0	데브시스터즈에서 개발한 쿠키런의 후속작.
쿠키런 킹덤	쿠키런킹덤	PHRASE	0	0	모바일 게임. 다양한 쿠키 캐릭터를 수집하고 육성하여 왕국을 건설하고 전투를 벌이는 소셜 롤플레잉 게임. 귀여운 그래픽과 쉬운 조작 방식으로 인기가 많음.
큐플레이	큐플레이	NOUN	1	0	넥슨에서 제작한 온라인 퀴즈 게임. 다양한 퀴즈와 미니 게임을 통해 경쟁하고 협력하는 재미를 제공하며, 아기자기한 캐릭터와 쉬운 조작 방식으로 폭넓은 연령층에게 인기를 끌었다. 2000년대 초반 큰 인기를 누렸으나, 2015년 서비스 종료되었다.
크라이시스	크라이시스	NOUN	1	0	나노슈트를 입고 외계 생명체와 싸우는 미래 배경의 1인칭 슈팅 게임. 뛰어난 그래픽과 자유로운 플레이 방식으로 유명하다.
크레이지 아케이드	크레이지아케이드	PHRASE	1	0	넥슨에서 제작 및 배급하는 온라인 캐주얼 게임. 간단한 조작과 귀여운 캐릭터를 사용하여 폭탄을 설치하고 상대를 가두어 터뜨리는 방식으로 진행된다. 다양한 게임 모드와 아기자기한 맵 디자인이 특징이며, 오랜 기간 동안 많은 사랑을 받아온 대표적인 온라인 게임 중 하나이다.
크로노 트리거	크로노트리거	PHRASE	1	0	1995년 스퀘어에서 슈퍼패미컴용으로 발매한 RPG. 사카구치 히로노부, 호리이 유지, 토리야마 아키라가 협업한 ‘드림 프로젝트’를 통해 제작되었다.
크루세이더 킹즈	크루세이더킹즈	PHRASE	1	0	중세 시대를 배경으로 가문 운영, 외교, 전쟁, 암투 등을 통해 왕조를 번성시키는 것을 목표로 하는 대전략 시뮬레이션 비디오 게임. 플레이어는 특정 가문의 지도자가 되어 결혼, 상속, 책략 등을 활용하여 영토를 확장하고 권력을 강화해야 한다. 복잡한 시스템과 높은 자유도를 특징으로 하며, 다양한 역사적 사건과 인물들이 등장한다.
클래시 로얄	클래시로얄	PHRASE	0	0	실시간 전략 게임. 전 세계의 다른 사용자와 1대1 또는 2대2로 대결하며, 주어진 자원을 사용하여 유닛을 소환하고, 상대방의 타워를 파괴하는 것이 목표이다. 다양한 유닛과 마법 카드를 수집하고 강화하여 자신만의 덱을 구성할 수 있다. 빠른 템포와 간편한 조작으로 인기를 얻었으며, e스포츠 종목으로도 활용된다.
클래시 오브 클랜	클래시오브클랜	PHRASE	0	0	슈퍼셀에서 개발한 모바일 전략 게임. 자신의 마을을 건설하고 발전시켜 다른 사용자의 마을을 공격하거나, 다른 사용자의 공격으로부터 자신의 마을을 방어하는 것이 주된 목표이다. 클랜에 가입하여 다른 사용자와 협력하거나 경쟁할 수 있다. 다양한 유닛과 건물, 마법을 활용하여 전략적인 전투를 펼칠 수 있다.
킹덤 컴: 딜리버런스	킹덤컴딜리버런스	PHRASE	1	0	중세 보헤미아를 배경으로 하는 오픈 월드 액션 롤플레잉 게임. 역사적 사실에 기반한 현실적인 전투 시스템과 깊이 있는 스토리텔링이 특징이다. 플레이어는 헨리라는 젊은 대장장이의 아들이 되어, 왕국을 구하고 복수를 이루기 위한 여정을 떠난다.
탕탕특공대	탕탕특공대	NOUN	0	0	모바일 액션 슈팅 게임. 간단한 조작으로 몰려오는 적들을 다양한 무기와 스킬을 사용하여 막아내는 것이 특징이다. 로그라이크 요소가 가미되어 있어 플레이할 때마다 새로운 경험을 제공한다.
태고의 달인	태고의달인	PHRASE	0	0	반다이 남코 엔터테인먼트에서 제작한 리듬 게임의 이름. 북을 치는 행위를 모티브로 하였으며, 다양한 음악에 맞춰 화면에 나타나는 지시대로 북을 치는 방식으로 진행된다. 간편한 조작 방식과 중독성 있는 게임성으로 폭넓은 인기를 누리고 있다.
테라리아	테라리아	NOUN	1	0	2D 샌드박스 액션 어드벤처 게임. 다양한 생물 군계를 탐험하고, 자원을 채집하여 아이템을 제작하고, 집을 건설하며, 강력한 보스와 싸우는 것이 특징. 자유로운 플레이 방식과 높은 자유도를 제공하여, 많은 유저들에게 사랑받고 있다.
테일즈런너	테일즈런너	NOUN	1	0	온라인 액션 달리기 게임. 다양한 동화 속 배경을 바탕으로 여러 명이 함께 달리며 경쟁하는 방식이다. 간단한 조작과 아기자기한 캐릭터, 다채로운 아이템 활용이 특징이며, 달리기 외에도 다양한 미니 게임과 협동 모드를 제공한다.
테일즈위버	테일즈위버	NOUN	1	0	넥슨에서 제작한 온라인 롤플레잉 게임. PC 게임으로, 동명의 인기 판타지 소설을 원작으로 한다. 다양한 캐릭터와 흥미로운 스토리, 아름다운 배경 음악이 특징이며, 2D 기반의 그래픽과 쉬운 조작으로 많은 사랑을 받았다. '어나더 에피소드'와 같은 지속적인 업데이트를 통해 새로운 콘텐츠를 제공하고 있다.
테트리스	테트리스	NOUN	1	0	블록 모양의 조각들을 회전시키고 이동시켜 가로 줄을 채워 없애는 퍼즐 비디오 게임. 1980년대에 등장하여 전 세계적으로 큰 인기를 얻었으며, 다양한 플랫폼으로 이식되어 꾸준히 사랑받고 있다.
템플런	템플런	NOUN	1	0	계속해서 달려 나아가며 장애물을 피하고, 뒤쫓아오는 존재로부터 도망치는 모바일 플랫폼의 무한 러닝 게임. 다양한 캐릭터와 파워업, 그리고 배경 변화가 특징이다.
토엠	토엠	NOUN	1	0	스웨덴의 인디 게임 스튜디오에서 개발한 핸드드론 그래픽 스타일의 사진 촬영 어드벤처 게임. 플레이어는 사진사가 되어 흑백으로 이루어진 가상의 북유럽 풍경을 탐험하며, 카메라 렌즈를 통해 주민들의 고민을 해결하고 퍼즐을 풀며 신비로운 현상인 '토엠'을 목격하기 위해 산 정상을 향해 나아가는 여정을 담고 있다.
토탈 워	토탈워	PHRASE	1	0	대규모 부대를 지휘하여 전략적 결정을 내리고 실시간 전투를 통해 역사를 만들어가는 전략 시뮬레이션 비디오 게임 시리즈. 다양한 시대와 문명을 배경으로, 외교, 경제, 기술 개발 등의 요소를 통해 제국을 건설하고 확장하는 것이 목표이다.
트로피코	트로피코	NOUN	1	0	건설 경영 시뮬레이션 게임. 플레이어는 열대 섬 국가의 독재자가 되어 경제, 사회, 외교 등 다양한 분야를 통치하며 국가를 발전시키는 것을 목표로 한다. 유머러스한 분위기와 다양한 정치적 선택이 특징이다.
팀 포트리스	팀포트리스	PHRASE	1	0	밸브 코퍼레이션에서 개발한 멀티플레이어 1인칭 슈팅 게임. 독특한 개성을 가진 9개의 병과를 선택하여 팀을 이루어 목표를 달성하는 방식으로 진행된다. 빠른 속도감과 유머러스한 분위기가 특징이며, 모자나 무기 등의 다양한 아이템 수집 요소도 인기를 끄는 데 기여했다.
파밍 시뮬레이터	파밍시뮬레이터	PHRASE	1	0	농업, 축산업, 임업 등을 경영하며 농장을 운영하는 시뮬레이션 비디오 게임. 플레이어는 다양한 농기계를 사용하여 밭을 갈고 씨앗을 뿌리고 수확하며, 가축을 돌보고 자원을 관리하여 농장을 확장해 나간다.
파이널 판타지	파이널판타지	PHRASE	1	0	일본의 스퀘어(현 스퀘어 에닉스)에서 개발한 롤플레잉 비디오 게임 시리즈. 다양한 세계관과 독특한 스토리, 매력적인 캐릭터를 특징으로 하며, 콘솔, PC, 모바일 등 다양한 플랫폼으로 출시되었다. 턴제 전투 시스템 또는 액션 기반 전투 시스템을 채택하고 있으며, 뛰어난 음악과 그래픽으로도 유명하다. 각 작품은 독립적인 스토리를 가지지만, 크리스탈, 초코보, 소환수 등 공통된 요소들을 공유한다.
파인딩 블루	파인딩블루	PHRASE	1	0	BigAirSoft의 모바일 FPS 게임. 무기와 탈것을 이용해 블루몬을 찾아 제거하는 게임이다.
파피 플레이타임	파피플레이타임	PHRASE	1	0	1인칭 공포 퍼즐 어드벤처 게임. 플레이어는 버려진 장난감 공장에서 단서를 찾고, 퍼즐을 풀며 생존해야 한다. 독특한 분위기와 캐릭터 디자인이 특징이며, 점프 스케어와 긴장감 넘치는 연출로 공포감을 조성한다.
팝픈뮤직	팝픈뮤직	NOUN	1	0	코나미에서 제작한 아케이드 리듬 게임. 다양한 캐릭터와 팝적인 음악, 귀여운 디자인이 특징이며, 9개의 버튼을 타이밍에 맞춰 누르는 방식으로 플레이한다. 폭넓은 음악 장르와 높은 자유도의 난이도 설정으로 폭넓은 유저층을 확보하고 있다.
패스 오브 엑자일	패스오브엑자일	PHRASE	1	0	핵 앤 슬래시 액션 롤플레잉 게임. 어둡고 잔혹한 분위기의 세계관에서 다양한 캐릭터를 육성하고, 강력한 몬스터를 처치하며 아이템을 수집하는 것이 특징이다. 복잡하고 깊이 있는 캐릭터 빌드 시스템과 지속적인 콘텐츠 업데이트를 제공한다.
팩맨	팩맨	NOUN	1	0	미로 속에서 유령을 피해 점을 먹으며, 파워 알약을 먹으면 유령을 잡아먹을 수 있는 아케이드 게임. 1980년대 초반 선풍적인 인기를 끌었으며, 간단한 조작과 중독성 있는 게임 방식으로 남녀노소 누구나 즐길 수 있다.
팰월드	팰월드	NOUN	1	0	오픈 월드 서바이벌 크래프팅 게임. 몬스터를 포획하여 전투, 건설, 농사 등에 활용하며, 다양한 환경에서 생존하고 모험하는 것이 특징이다. 다소 잔혹한 묘사와 독특한 몬스터 디자인으로 화제를 모으고 있다.
퍼스트 디센던트	퍼스트디센던트	PHRASE	1	0	넥슨에서 개발한 루트 슈터 장르의 3인칭 슈팅 게임. 언리얼 엔진 5를 사용하여 고품질 그래픽을 특징으로 하며, 다양한 능력을 가진 '계승자'를 선택하여 외계 침략에 맞서 싸우는 것이 주 내용이다.
퍼스트 버서커: 카잔	퍼스트버서커카잔	PHRASE	1	0	넥슨에서 개발한 액션 RPG. 던전 앤 파이터 세계관을 기반으로 하며, 몰락한 영웅의 복수극을 다룬다. 스타일리시한 액션과 깊이 있는 스토리를 특징으로 한다.
퍼즐보블	퍼즐보블	NOUN	1	0	다수의 구슬을 쏘아 올려 같은 색깔의 구슬 3개 이상을 맞추어 터뜨리는 아케이드 게임. 간단한 조작과 중독성 있는 게임 방식으로 많은 인기를 얻었으며, 다양한 플랫폼으로 이식되었다.
퍼즐앤드래곤	퍼즐앤드래곤	NOUN	1	0	일본의 겅호 온라인 엔터테인먼트에서 개발한 모바일 퍼즐 RPG. 같은 색깔의 구슬을 맞춰 몬스터를 공격하는 방식으로, 몬스터를 수집하고 육성하여 던전을 클리어하는 게임이다. 간단한 조작 방식과 깊이 있는 전략성이 특징이며, 다양한 캐릭터 콜라보레이션으로 인기를 얻고 있다.
포르자	포르자	NOUN	1	0	레이싱 비디오 게임 시리즈. 실제 차량과 유사한 주행 경험, 아름다운 그래픽, 다양한 게임 모드가 특징이다. 콘솔 및 PC 플랫폼에서 즐길 수 있으며, 오픈 월드 환경을 제공하여 자유로운 탐험이 가능하다.
포켓몬스터	포켓몬스터	NOUN	1	0	닌텐도에서 발매한 몬스터 수집 및 육성 비디오 게임 시리즈. 다양한 종류의 생물을 포획, 훈련시켜 다른 생물과 전투를 벌이는 것이 특징이다. 전 세계적으로 큰 인기를 얻었으며, 애니메이션, 만화, 카드 게임 등 다양한 미디어 믹스로 확장되었다.
포탈	포탈	NOUN	1	0	1인칭 시점의 퍼즐 게임. Aperture Science 연구 시설에서, 첼이라는 주인공이 글라도스와 협력하거나 맞서 싸우며 다양한 테스트 챔버를 통과하는 것이 주 내용이다. 포탈건을 사용하여 공간 이동을 가능하게 하는 독특한 게임플레이가 특징이며, 뛰어난 스토리텔링과 유머, 협동 모드를 통해 많은 사랑을 받았다.
포트나이트	포트나이트	NOUN	1	0	온라인에서 즐기는 배틀로얄 형식의 슈팅 게임. 최대 100명의 플레이어가 한 장소에 모여 최후의 1인이 될 때까지 싸운다. 건축 요소를 활용하여 전략적인 플레이가 가능하다.
포트리스	포트리스	NOUN	1	0	대한민국의 CCR에서 개발한 2D 턴제 슈팅 게임. 다양한 탱크를 선택하여 지형지물을 이용, 포탄 각도와 세기를 조절해 상대를 공격하는 방식으로 진행된다. 국민 게임 반열에 오르며 큰 인기를 끌었다.
폴 가이즈	폴가이즈	PHRASE	1	0	온라인 멀티플레이어 파티 게임. 다양한 미니 게임에서 다른 플레이어들과 경쟁하여 최후의 승자가 되는 것이 목표. 단순한 조작과 아기자기한 캐릭터 디자인이 특징이며, 캐주얼하게 즐길 수 있다.
폴아웃	폴아웃	NOUN	1	0	핵전쟁 이후의 황무지를 배경으로 하는 오픈 월드 액션 롤플레잉 비디오 게임 시리즈. 다양한 세력, 돌연변이 생물, 그리고 생존자들의 이야기를 다루며, 플레이어는 자신만의 캐릭터를 만들어 자유롭게 탐험하고 퀘스트를 수행하며 세계에 영향을 미칠 수 있다.
표창키우기	표창키우기	NOUN	0	0	방치형 RPG. 닌자, 표창, 몬스터, 강화 등의 키워드로 특징지어지며, 간단한 조작으로 캐릭터를 성장시키고 다양한 콘텐츠를 즐길 수 있는 게임.
풋볼 매니저	풋볼매니저	PHRASE	1	0	축구단을 운영하는 시뮬레이션 비디오 게임. 선수를 영입하고 훈련하며, 전술을 짜고 경기를 지휘하여 팀을 승리로 이끄는 것이 목표이다. 방대한 데이터베이스와 현실적인 게임 플레이로 유명하며, 높은 자유도와 몰입감을 제공한다.
프레디의 피자가게	프레디의피자가게	PHRASE	1	0	다양한 공포 요소가 가미된 포인트 앤 클릭 서바이벌 호러 비디오 게임 시리즈. 폐쇄된 공간에서 밤 동안 살아남기 위해 감시 카메라와 제한된 자원을 활용해야 한다. 플레이어는 주로 경비원 역할을 맡아, 움직이는 애니마트로닉스 로봇들의 공격을 막아내야 한다.
프로젝트 세카이 컬러풀 스테이지!  feat.하츠네 미쿠	프로젝트세카이컬러풀스테이지피처링하츠네미쿠	PHRASE	0	0	세가의 리듬 게임. 다양한 매력을 가진 오리지널 캐릭터들과 보컬로이드 캐릭터들이 등장하여, 다채로운 음악과 스토리를 즐길 수 있다. 라이브 2D 연출과 풍부한 커스터마이징 요소가 특징이다.
프리스타일	프리스타일	NOUN	1	0	농구 게임의 일종. 길거리 농구를 모티브로 하여, 3대3 또는 2대2 팀을 이루어 진행된다. 다양한 캐릭터와 화려한 기술을 사용하여 자유로운 플레이를 즐길 수 있는 것이 특징이다. 온라인 멀티플레이를 지원하여 다른 사용자와 실력을 겨룰 수 있다.
프린세스 메이커	프린세스메이커	PHRASE	1	0	1990년대 초반에 큰 인기를 얻은 육성 시뮬레이션 비디오 게임. 플레이어는 입양한 딸을 10세부터 18세까지 다양한 활동을 통해 키우며, 최종적으로 딸의 직업과 결혼 상대를 결정하는 게임이다. 다양한 엔딩과 아기자기한 그래픽, 그리고 딸과의 관계 형성이 특징이다.
피그로스	피그로스	NOUN	1	0	Pigeon Games에서 개발하고 유통한 비상업적 리듬 게임. 다른 리듬 게임보다 판정선이 자유분방하게 움직이는 게 특징.
피크민	피크민	NOUN	1	0	'피크민'이라는 생물을 던져 어떤 일을 시킬 지 고민해나가는 AI액션 게임. 닌텐도에서 제작하고 있으며 독특한 게임성으로 인기를 끌고 있다.
하스스톤	하스스톤	NOUN	1	0	블리자드 엔터테인먼트에서 개발 및 배급한 디지털 수집형 카드 게임. 워크래프트 세계관을 기반으로 하며, 온라인 대전을 통해 다양한 카드와 영웅 능력을 활용하여 상대를 제압하는 방식으로 진행된다. 무료로 플레이할 수 있으며, 카드 팩 구매나 게임 내 재화를 통해 새로운 카드를 획득할 수 있다.
하츠 오브 아이언	하츠오브아이언	PHRASE	1	0	제2차 세계 대전 시기를 배경으로 하는 대전략 시뮬레이션 비디오 게임. 플레이어는 특정 국가를 선택하여 정치, 경제, 군사 등 다양한 요소를 통제하며 전쟁을 수행하고, 역사를 바꿀 수 있다. 복잡한 시스템과 높은 자유도를 특징으로 한다.
헌트: 쇼다운	헌트쇼다운	PHRASE	1	0	크라이텍에서 개발한 19세기 말 루이지애나를 배경으로 하는 1인칭 시점의 바운티 헌팅 FPS 게임. 괴물 사냥, 플레이어 간 경쟁, PvPvE 요소가 결합되어 독특한 긴장감을 선사한다. 계약을 통해 괴물을 처치하고 현상금을 획득하며, 다른 플레이어 헌터들과 경쟁하며 생존하는 것이 목표다.
헬다이버즈	헬다이버즈	NOUN	1	0	외계 몬스터를 박멸하고 민주주의를 수호하는 정예 부대의 일원이 되어 행성을 누비며 싸우는 협동 슈팅 게임. 전략적인 팀워크와 무기 및 장비 활용이 중요하며, 높은 난이도와 예측 불가능한 요소들이 특징이다.
호그와트 레거시	호그와트레거시	PHRASE	1	0	오픈 월드 액션 롤플레잉 게임. 1800년대 후반의 마법 세계를 배경으로, 마법학교에 입학하여 다양한 마법 기술을 배우고 모험을 펼치는 내용을 담고 있다. 플레이어는 자신만의 캐릭터를 생성하여 호그와트, 호그스미드, 금지된 숲 등을 탐험하며 흥미진진한 스토리와 퀘스트를 진행할 수 있다.
화이트아웃 서바이벌	화이트아웃서바이벌	PHRASE	1	0	빙하기를 배경으로 한 생존 전략 시뮬레이션 모바일 게임. 극한의 추위 속에서 영지 내 용광로를 관리하며 생존자를 모으고, 자원을 수집 및 가공하여 도시를 재건하고 확장하는 것을 핵심 재미로 삼는다.
환상감옥의 컬라이더스코프	환상감옥의컬라이더스코프	PHRASE	1	0	용기사07이 기획 및 시나리오를 맡고 히노우에 이타루가 캐릭터 디자인을 담당한 엔터그램의 걸즈 멘탈 서스펜스 비디오 게임. 평화로운 일상을 보내던 4명의 여고생이 낯선 방에 갇혀 서로 죽여야 하는 가혹한 운명에 직면하는 이야기를 다루며, 선택지에 따라 비극적인 결말과 인물 간의 관계 변화를 그려낸 잔혹 동화풍의 어드벤처 작품이다.
황혼서사시	황혼서사시	NOUN	0	0	일본의 달의 측면에서 2017년 RPG 만들기를 이용해 개발한 공포 게임.
휴먼: 폴 플랫	휴먼폴플랫	PHRASE	1	0	기상천외한 물리 엔진을 기반으로 한 퍼즐 플랫폼 게임. 꿈속 세계를 탐험하며 다양한 오브젝트를 조작하고, 엉뚱하고 창의적인 방식으로 퍼즐을 풀어 나가는 것이 특징이다. 온라인 협동 플레이를 지원하여 친구들과 함께 즐길 수 있다.
히어로즈 오브 더 스톰	히어로즈오브더스톰	PHRASE	0	0	블리자드 엔터테인먼트에서 제작한 MOBA (Multiplayer Online Battle Arena) 게임. 다양한 블리자드 게임의 영웅들이 등장하여 팀을 이루어 상대 팀과 전투를 벌이는 방식이다. 전장마다 독특한 목표와 전략 요소가 존재하며, 영웅의 역할과 특성을 활용한 팀워크가 중요하다.
