DAJK	빵은 빵인데 입을 수 있는 빵은?	멜빵	NULL	맬빵	NULL	3
DAJK	빵이 목장에 간 이유는?	소보로	NULL	NULL	NULL	3
DAJK	반성문을 영어로 하면?	글로벌	NULL	NULL	NULL	2
DAJK	별 중에서 가장 슬픈 별은?	이별	NULL	사별	NULL	2
DAJK	북극곰이 타고 다나는 차는?	알래스카	NULL	NULL	NULL	3
DAJK	김정은이 공을 사고 하는 말은?	공산당	NULL	NULL	NULL	2
DAJK	비가 자기를 소개할 때 하는 말은?	나비야	NULL	NULL	NULL	3
DAJK	사과를 파먹으면?	파인애플	NULL	NULL	NULL	1
DAJK	세상에서 가장 가난한 산은?	파산	NULL	NULL	NULL	2
DAJK	손자가 산불을 보고 할아버지에게 하는 말은?	산타할아버지	NULL	NULL	NULL	2
DAJK	산이 탈 때 나오는 가스는?	탄산가스	NULL	NULL	NULL	1
DAJK	전주비빔밥보다 더 신선한 것은?	이번주비빔밥	NULL	NULL	NULL	2
DAJK	사람이 죽지 않는 산맥은?	안데스산맥	NULL	NULL	NULL	1
DAJK	어린 사슴을 네글자로?	아이디어	NULL	NULL	NULL	3
DAJK	선풍기 껍질을 벗기면?	깐풍기	NULL	NULL	NULL	3
DAJK	설날에 세벳돈을 못 받으면?	설거지	NULL	NULL	NULL	1
DAJK	섬은 섬인데 약을 빤 섬은?	대마도	NULL	NULL	NULL	2
DAJK	모든 세균들의 대빵 세균은?	대장균	NULL	NULL	NULL	1
DAJK	누구나 다 가지고 있는 금은?	손금	NULL	NULL	NULL	2
DAJK	세상에서 가장 긴 음식은?	참기름	NULL	NULL	NULL	2
DAJK	세상에서 가장 기쁜 바람은?	신바람	NULL	NULL	NULL	2
DAJK	세상에서 가장 돈이 많은 나무는?	은행나무	NULL	NULL	NULL	1
DAJK	세상에서 가장 못된 술은?	심술	NULL	NULL	NULL	2
DAJK	세상에서 가장 빠른 새는?	눈깜짝할새	NULL	NULL	NULL	1
DAJK	세상에서 가장 쉬운 숫자는?	십구만	NULL	190000, 쉽구만	NULL	2
DAJK	괴물이 여친이 안 생기면?	솔로몬	NULL	NULL	NULL	3
DAJK	세상에서 가장 큰 코는?	멕시코	NULL	NULL	NULL	2
DAJK	세상에서 가장 억울한 도형은?	원통	NULL	NULL	NULL	2
DAJK	세상에서 가장 폭력적인 나라는?	칠레	NULL	NULL	NULL	2
DAJK	세상에서 가장 화가 난 도시는?	성남	NULL	NULL	NULL	3
DAJK	서울이 추우면?	서울시립대	NULL	NULL	NULL	2
DAJK	소나무의 반댓말은?	대나무	NULL	NULL	NULL	1
DAJK	소가 노래를 하면?	소송	NULL	NULL	NULL	3
DAJK	두 발을 가진 소를 뭐라고 할까?	이발소	NULL	NULL	NULL	2
DAJK	소가 웃으면?	우하하	NULL	NULL	NULL	2
DAJK	소나무가 삐지면?	칫솔	NULL	NULL	NULL	2
DAJK	수학 교과서를 구우면?	수학익힘책	NULL	NULL	NULL	3
DAJK	슈퍼맨의 아들은?	슈퍼주니어	NULL	NULL	NULL	2
DAJK	스폰지가 먹는 것은?	스폰지밥	NULL	NULL	NULL	1
DAJK	신이 낳은 아기는?	갓난아기	NULL	NULL	NULL	3
DAJK	신발이 화가 나면?	신발끈	NULL	NULL	NULL	2
DAJK	신사가 자기소개를 하면?	신사임당	NULL	NULL	NULL	2
DAJK	아이스크림이 길에서 죽은 이유는?	차가와서	NULL	차가워서	NULL	2
DAJK	아이폰의 반댓말은?	어른폰	NULL	NULL	NULL	1
DAJK	왕이 넘어지면?	킹콩	NULL	NULL	NULL	1
DAJK	왕이 집 가기 싫을 때 하는 말은?	궁시렁	NULL	궁시렁궁시렁	NULL	2
DAJK	왕이 작별할때 하는 말은?	바이킹	NULL	NULL	NULL	2
DAJK	얼음이 다니는 고등학교는?	냉장고	NULL	NULL	NULL	2
DAJK	어부들이 제일 싫어하는 가수는?	배철수	NULL	NULL	NULL	2
DAJK	엄마가 길을 잃으면?	맘마미아	NULL	NULL	NULL	1
DAJK	무의 엄마는 누구?	마마무	NULL	NULL	NULL	2
DAJK	오리가 얼면?	언덕	NULL	NULL	NULL	1
DAJK	오리를 돌리면?	회오리	NULL	NULL	NULL	3
DAJK	옷을 파는 사람은?	티파니	NULL	NULL	NULL	3
DAJK	무가 오이에게 맞은 걸 4글자로 하면?	오이무침	NULL	NULL	NULL	2
DAJK	원숭이가 가진 뼈는?	몽골	NULL	NULL	NULL	3
DAJK	세상에서 가장 말랑말랑한 라임은?	슬라임	NULL	NULL	NULL	3
DAJK	우유가 넘어지면?	아야	NULL	NULL	NULL	1
DAJK	이빨에 초밥이 끼면? (영어 3글자)	ESC	NULL	이에스시, 이에스씨	NULL	2
DAJK	의사가 가장 좋아하는 시간은?	내시경	NULL	4시경, 네시경	NULL	2
DAJK	이집트 사람이 출근할 때 하는 말은?	나일강	NULL	NULL	NULL	3
DAJK	이탈리아에 사는 별은?	파스타	NULL	NULL	NULL	2
DAJK	가장 힘이 센 사람은?	암스트롱	NULL	닐암스트롱	NULL	2
DAJK	자동차가 놀라면?	카놀라유	NULL	NULL	NULL	1
DAJK	자동차가 하는 말은?	카톡	NULL	NULL	NULL	3
DAJK	전기가 방송을 했다. 어디서 했을까?	치지직	NULL	NULL	NULL	2
DAJK	수학을 가장 좋아하던 조선 왕은?	연산군	NULL	NULL	NULL	3
DAJK	만두가 카트를 몰면?	카트만두	NULL	NULL	NULL	2
DAJK	쥐가 4마리면?	쥐포	NULL	NULL	NULL	1
DAJK	이탈리아의 날씨는?	스파게티	NULL	습하게티, 습하겠티	NULL	3
DAJK	총을 직접 만들면?	손수건	NULL	NULL	NULL	3
DAJK	칼이 정색하면?	검정색	NULL	NULL	NULL	2
DAJK	세상에서 가장 아픈 탈은?	배탈	NULL	NULL	NULL	2
DAJK	온통 문제투성이인 책은?	문제집	NULL	NULL	NULL	1
DAJK	포도가 자기소개를 하면?	포도당	NULL	NULL	NULL	3
DAJK	하늘에서 포크가 내린다면?	포크레인	NULL	NULL	NULL	2
DAJK	호박의 아들을 뭐라고 할까?	애호박	NULL	NULL	NULL	2
DAJK	학생들이 싫어하는 피자는?	책피자	NULL	NULL	NULL	2
DAJK	동생이 형을 너무 좋아하면?	형광펜	NULL	형광팬	NULL	1
DAJK	히늘을 나는 화장실은?	공중화장실	NULL	NULL	NULL	1
DAJK	D가 20개 있으면?	스무디	NULL	NULL	NULL	3
